體育/sports,#genre#
ABC EAST,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/93eb6a95e8/index.m3u8
BBC WORLD NEWS,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/bfa535e22c/index.m3u8
BEIN SPORTS (CA),http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/03c666d31a/index.m3u8
BNN BLOOMBERG,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/e9227ed2a3/index.m3u8
BRAVO,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/b647856887/index.m3u8
CARTOON NETWORK,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/0c8f03284c/index.m3u8
CBC TORONTO,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/4508411952/index.m3u8
CBC VANCOUVER,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/fb4566ab9b/index.m3u8
CBC CALGARY,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/c3a6a0e961/index.m3u8
CBC MONTREAL,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/5179081f81/index.m3u8
CBC WINDSOR,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/5fdf0fd2fe/index.m3u8
CBC WINNIPEG,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/d111325104/index.m3u8
CITY TORONTO,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/9c52d8f612/index.m3u8
CITY VANCOUVER,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/9928a436be/index.m3u8
CMT CANADA,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/e5559b8402/index.m3u8
COOKING CHANNEL,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/dd35758f42/index.m3u8
CRAVE 1 HD,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/b58a06aea5/index.m3u8
CRAVE 2 HD,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/d6ccadd0a3/index.m3u8
CRAVE 3 HD,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/3d97bf2134/index.m3u8
CRIME & INVESTIGATION,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/a235abe371/index.m3u8
CTV TORONTO,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/4648304dc4/index.m3u8
CTV VANCOUVER,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/812be4af01/index.m3u8
CTV CALGARY,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/3a2cf89845/index.m3u8
CTV DRAMA,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/848830c621/index.m3u8
CTV MONTREAL,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/3518032bd1/index.m3u8
CTV OTTAWA,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/42060de1ea/index.m3u8
CTV 2 VANCOUVER,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/7c00e0aeef/index.m3u8
DISCOVERY SCIENCE,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/eff05c6488/index.m3u8
DIY,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/4199150e3a/index.m3u8
DTOUR HD,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/d9af6b0a54/index.m3u8
E! CANADA,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/e8dc036490/index.m3u8
FAMILY EAST,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/6bfa7a3804/index.m3u8
FAMILY JUNIOR,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/514340dfd3/index.m3u8
FIGHT NETWORK,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/94184b9378/index.m3u8
FOOD NETWORK,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/2983f38cd1/index.m3u8
FOX,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/9bdb652b11/index.m3u8
FOX NEWS,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/70e45309a1/index.m3u8
FOX SPORTS RACING,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/5c0cb720a1/index.m3u8
FX,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/3167b34754/index.m3u8
FYI,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/e2e839fc00/index.m3u8
Game Show Network,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/1bd19fe9b3/index.m3u8
Game TV,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/090a20e0de/index.m3u8
GLOBAL,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/354e9fca0c/index.m3u8
GLOBAL TORONTO,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/3851d16901/index.m3u8
GLOBAL VANCOUVER,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/e52baf735f/index.m3u8
GOLF,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/71a5d08829/index.m3u8
HGTV,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/33f9d39a15/index.m3u8
HISTORY,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/29c4466eaf/index.m3u8
ICE RDI,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/038ab10d22/index.m3u8
ICI RDI,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/39330bb465/index.m3u8
ICI VANCOUVER,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/29bcdb48b3/index.m3u8
KNOWLEDGE KIDS,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/81853c71e3/index.m3u8
LCN,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/e703d04cbf/index.m3u8
LIFETIME,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/d69bf78141/index.m3u8
LOVE NATURE,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/e1f84ced98/index.m3u8
Makeful,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/7e52db19cd/index.m3u8
MAV TV,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/ad7b5efe72/index.m3u8
MAX,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/f9805fb948/index.m3u8
MIRACLE,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/81d81304a5/index.m3u8
MOVIE TIME,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/7424af360f/index.m3u8
MTV CA,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/ea5179e0a9/index.m3u8
MTV UK,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/02ca0fd716/index.m3u8
MTV US,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/2a5e513809/index.m3u8
MTV 2,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/ef308555be/index.m3u8
MUCH MUSIC,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/6e7a8493c6/index.m3u8
NAT GEO,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/c757b2024d/index.m3u8
NAT GEO WILD,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/db58196cf5/index.m3u8
NICK,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/afa3a3ef16/index.m3u8
NICKELODEON,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/381b3f8506/index.m3u8
NTV,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/ce4c3509c3/index.m3u8
OLN,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/9e6573955b/index.m3u8
ONE,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/bc17bdc179/index.m3u8
PBS,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/bf7d8375a2/index.m3u8
RDI,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/cd1f9ffd0c/index.m3u8
RDS,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/2e00c91336/index.m3u8
SPORTSNET WEST,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/7942814feb/index.m3u8
SPORTSNET EAST,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/861b24adc7/index.m3u8
SPORTSNET PACIFIC,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/6f6205d1fd/index.m3u8
TVO,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/3205ecf6d9/index.m3u8
TVA SPORTS,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/331b4082e0/index.m3u8
TVA SPORTS 2,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/96c90d92f7/index.m3u8
VISION,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/0df254ef4a/index.m3u8
WEATHER NETWORK,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/571ea10487/index.m3u8
WGN TV,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/1c150640c3/index.m3u8
WILD TV,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/1aaaf288f2/index.m3u8
WWE,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/de36f88ffc/index.m3u8
YES TV,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/17ff8f047c/index.m3u8
YTV,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/237c8a94db/index.m3u8

英國/UK,#genre#
4 Seven,http://e9a9b37defe7d888c.alivec.com/live/dskmxzaa/f9bdc304/index.m3u8
5 Star,http://e9a9b37defe7d888c.alivec.com/live/dskmxzaa/7ea31ec4/index.m3u8
5 USA,http://e9a9b37defe7d888c.alivec.com/live/dskmxzaa/39db5a1a/index.m3u8
5 Select,http://e9a9b37defe7d888c.alivec.com/live/dskmxzaa/e32d6dd3/index.m3u8
Animal Planet,http://e9a9b37defe7d888c.alivec.com/live/dskmxzaa/d364c8e4/index.m3u8
Baby TV,http://e9a9b37defe7d888c.alivec.com/live/dskmxzaa/559fa8f3/index.m3u8
BBC Alba,http://e9a9b37defe7d888c.alivec.com/live/dskmxzaa/479d4817/index.m3u8
BBC Four,http://e9a9b37defe7d888c.alivec.com/live/dskmxzaa/38fe4fdc/index.m3u8
BBC News,http://e9a9b37defe7d888c.alivec.com/live/dskmxzaa/04acfb1d/index.m3u8
BBC One,http://e9a9b37defe7d888c.alivec.com/live/dskmxzaa/fc2af899/index.m3u8
BBC Two,http://e9a9b37defe7d888c.alivec.com/live/dskmxzaa/162847b0/index.m3u8
Arirang,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/adba53f21b/index.m3u8
BBC One London,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/f85a4f8902/index.m3u8
BBC One Oxford,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/ef603bef5d/index.m3u8
BBC One Scotland,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/b02d56c339/index.m3u8
BBC One Wales,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/b2f1271fe3/index.m3u8
BBC One Yorks,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/50655279cc/index.m3u8
BBC Parliament,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/33fa236230/index.m3u8
BBC Scotland,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/d030ee0260/index.m3u8
Blaze,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/122f222288/index.m3u8
Bloomberg TV EMEA,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/9dbc438f2a/index.m3u8
Boomerang,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/a3a60fe4d3/index.m3u8
Box Hits,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/0cd43b81e5/index.m3u8
Cartoon Network,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/74aa584e00/index.m3u8
Cartoonito,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/1e1e983149/index.m3u8
CBBC,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/82dbb15563/index.m3u8
Cbeebies,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/5290f23d5c/index.m3u8
CBS Drama,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/6f9406013a/index.m3u8
CBS Justice,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/0b249a6bb8/index.m3u8
CBS Reality,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/b53b6c5c7c/index.m3u8
Challenge,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/8464f6cdeb/index.m3u8
Channel 4,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/2be34d5a9c/index.m3u8
Channel 5,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/f958e6e34d/index.m3u8
Cinebox Animation,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/c350ef24ad/index.m3u8
Cinebox Blockbuster,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/1135415860/index.m3u8
Cinebox Classics,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/3d6180b7ae/index.m3u8
Cinebox Comedy,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/1acb6777c7/index.m3u8
Cinebox Cult,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/2f5097421d/index.m3u8
Cinebox Family,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/394ff3b1ad/index.m3u8
Cinebox Greats,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/d6e22afddc/index.m3u8
Cinebox Hits,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/417794f695/index.m3u8
Cinebox Horror,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/c965909d78/index.m3u8
Cinebox Musical,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/8aaa3ae09c/index.m3u8
Cinebox Mystery,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/0c403f920a/index.m3u8
Cinebox Premiere,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/a6b84fa1e2/index.m3u8
Cinebox Romance,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/2454ca3e90/index.m3u8
Cinebox Sci-Fi,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/233ad86634/index.m3u8
Cinebox Thriller,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/dc5e31e44d/index.m3u8
Cinebox Western,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/3ce0919895/index.m3u8
Clubbing TV,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/cb31244091/index.m3u8
CNN International,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/3009c5834f/index.m3u8
CNN UK,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/5bdff11ac4/index.m3u8
Comedy Central,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/33e807ec76/index.m3u8
Crime & Investigation,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/c935cd56a9/index.m3u8
Dave,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/ce0111a162/index.m3u8
Discovery Channel,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/5c9e2b8551/index.m3u8
Discovery History,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/f9959a28b2/index.m3u8
Discovery Science,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/f8aa361c98/index.m3u8
Discovery Turbo,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/cfae5b8fc1/index.m3u8
DMAX,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/7504b9d277/index.m3u8
Drama,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/2e1e82c2d7/index.m3u8
E!,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/6a09b7cadb/index.m3u8
E4,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/d497a90f9a/index.m3u8
Eden,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/a0724c6f3d/index.m3u8
Film4,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/8ed52a7e26/index.m3u8
Flow Sport 1,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/486a8e57fa/index.m3u8
Food Network,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/99fbf0483d/index.m3u8
GB News,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/e75052e2cb/index.m3u8
Gold,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/d8e970ec2d/index.m3u8
Great! Movies Classic,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/c05df163ff/index.m3u8
Great! Movies,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/729cd9d41e/index.m3u8
Great! TV,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/f026b84840/index.m3u8
Great! Xmas,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/09a36d15b3/index.m3u8
Horse & Country TV,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/3e9636fe2c/index.m3u8
Investigation Discovery,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/51ea37206a/index.m3u8
ITV 2,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/c02c5738c4/index.m3u8
ITV 3,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/a00278ea3a/index.m3u8
ITV 4,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/8796908b1f/index.m3u8
ITV Be,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/48307a1e80/index.m3u8
ITV Central West,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/460cc29417/index.m3u8
ITV Central,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/a73ed90059/index.m3u8
ITV London,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/8221387c2e/index.m3u8
ITV,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/c65f6d82c5/index.m3u8
LFC TV,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/01f235fd57/index.m3u8
Magic TV,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/4bcb8e563c/index.m3u8
More4,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/755b878c80/index.m3u8
MTV 80s,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/9dedb58476/index.m3u8
MTV 90s,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/0f7682a09f/index.m3u8
MTV Base,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/c0f510e701/index.m3u8
MTV Classic,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/b2677950fb/index.m3u8
MTV Hits,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/047eefcc8e/index.m3u8
MTV Music,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/73ae69842b/index.m3u8
MTV,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/ff658694f1/index.m3u8
Nat Geo Wild,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/70d3dd9b40/index.m3u8
National Geographic,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/ebb8f5b031/index.m3u8
Pick,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/50862aedd4/index.m3u8
POP Max,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/6534b51eec/index.m3u8
Quest,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/0255877ac4/index.m3u8
Racing Post TV,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/f8074b2069/index.m3u8
Racing TV,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/d4c1738dd0/index.m3u8
S4C,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/60db1d25c3/index.m3u8
Sky Arts,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/66230eface/index.m3u8
Sky Atlantic,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/08e341686c/index.m3u8
Sky Cinema Action,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/9b015243bf/index.m3u8
Sky Cinema Animation,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/a349c7d00a/index.m3u8
Sky Cinema Comedy,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/85ea9e8871/index.m3u8
Sky Cinema Drama,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/73b3bead29/index.m3u8
Sky Cinema Family,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/962539a737/index.m3u8
Sky Cinema Greats,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/0b738d62a0/index.m3u8
Sky Cinema Hits,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/0fefcce4df/index.m3u8
Sky Cinema Premiere,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/a3ca5a2055/index.m3u8
Sky Cinema Sci-fi & Horror,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/14e3a134c7/index.m3u8
Sky Cinema Select,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/650573f2bf/index.m3u8
Sky Cinema Thriller,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/2174cf218d/index.m3u8
Sky Comedy,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/09da571274/index.m3u8
Sky Documentaries,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/d801a31d64/index.m3u8
Sky History 2,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/352295ef21/index.m3u8
Sky History,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/f9eb945d6f/index.m3u8
Sky Max,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/e113c9bb23/index.m3u8
Sky Nature,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/7a540904b2/index.m3u8
Sky News,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/64c153ebea/index.m3u8
Sky Replay,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/1b11813e63/index.m3u8
Sky Showcase,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/c2a9e860bf/index.m3u8
Sky Store Pre Order Kids,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/eecc83b344/index.m3u8
Sky Store Pre Order,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/2b4605f80d/index.m3u8
Sky Witness,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/9654bf3655/index.m3u8
Sony TV,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/ed95a020e9/index.m3u8
Sporty Stuff,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/c7296de30d/index.m3u8
STV,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/2e39f7eab6/index.m3u8
Supertoons TV,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/e17a29b671/index.m3u8
SyFy,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/210da84400/index.m3u8
Tennis Channel,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/cc7d00f7f7/index.m3u8
The Box,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/c26ecc21ca/index.m3u8
TLC,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/a688aa2176/index.m3u8
CH_TL,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/23316a0930/index.m3u8
UFC Fight Pass,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/c66e98575f/index.m3u8
CH_W,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/9b0a93e378/index.m3u8

澳洲/Australia,#genre#
7 Flix,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/7738cd5579/index.m3u8
7 Mate,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/2db171b23f/index.m3u8       
7 Two,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/3f2ea3a3c6/index.m3u8
9 GEM,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/fc565515f1/index.m3u8
9 Life,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/d513404fe7/index.m3u8
ABC Australia,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/acc297a7eb/index.m3u8
ABC Kids NT,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/c9f336e9ee/index.m3u8
ABC News,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/0deab2220c/index.m3u8
ABC Me,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/2ff0b88ae5/index.m3u8
ausbiz TV,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/ecc45ea6c6/index.m3u8
Australian Christian Channel,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/8fbb5a7dad/index.m3u8
Bloomberg TV,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/8d4279a409/index.m3u8
Expo Channel,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/2869aba968/index.m3u8
Gusto TV,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/d0b9e11e60/index.m3u8
Insight TV,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/585843670b/index.m3u8
Inwild TV,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/cf07d48121/index.m3u8
Inwonder TV,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/a0079fda0a/index.m3u8
Juice TV,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/0a7b1264f9/index.m3u8
NITV,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/7a4ffd24dc/index.m3u8
NITV HD,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/e24a53ad38/index.m3u8
Parl TV,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/626eb194a4/index.m3u8
Real Stories,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/a25133c9a1/index.m3u8
SBS Food,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/9d33b0b05e/index.m3u8
SBS Viceland,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/46f908f8d2/index.m3u8
0e17046e22,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/SBS World Movies/index.m3u8
Sky News,http://e9a9b37defe7d888c.alivec.com/live/cjz1uzv2/01f0964329/index.m3u8

香港/Hongkong,#genre#
翡翠臺,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/b3ce88a4/index.m3u8
翡翠臺(HD),http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/5tg7hf6c/index.m3u8
TVB J2,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/0087ab5b/index.m3u8
TVB新闻,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/2f290875/index.m3u8
TVB新闻(HD),http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/g9wq1prh/index.m3u8
鳳凰衛視香港台,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/vfhd84ad/index.m3u8
