體育/sports,#genre#
明珠臺,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/2d901758/index.m3u8
明珠臺(HD),http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/kq1n91hb/index.m3u8
HOY TV,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/4c55d1cc/index.m3u8
HOY資訊台,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/b215381c/index.m3u8
有線香港国际财经台,http://e9a9b37defe7d888c.alivec.com/live/8c33fa9b/sxmznckz/index.m3u8
香港衛視,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/89n4xz21/index.m3u8
有綫HBO,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/84wnpj8g/index.m3u8
viu tv,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/12e5a374/index.m3u8
viu tv(HD),http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/zbjk0cj6/index.m3u8
ViuTV6,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/1adccc67/index.m3u8
now紫金國際台,http://e9a9b37defe7d888c.alivec.com/live/dskmxzaa/98949daa/index.m3u8
now直播台,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/fc132now/index.m3u8
RTHK31,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/ee649933/index.m3u8
RTHK32,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/506cb6da/index.m3u8
TVBUS 1,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/1d21a59c/index.m3u8
TVB星河,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/amlxy034/index.m3u8
TVB娱乐,http://e9a9b37defe7d888c.alivec.com/live/8c33fa9b/qz897rqx/index.m3u8
TVB经典,http://e9a9b37defe7d888c.alivec.com/live/8c33fa9b/b57abdaa/index.m3u8
SINO TV,http://e9a9b37defe7d888c.alivec.comhttps://cdnts.sinovision.net/livestream.m3u8
CP24,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/1cb2229c/index.m3u8
新时代多伦多,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/d0a1b9c3/index.m3u8
新时代溫哥華,http://e9a9b37defe7d888c.alivec.com/live/e95cebf9/csxjcxnx/index.m3u8
新时代 2 Fairchild 2,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/53e9c80f/index.m3u8
鳳凰衛視 HD,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/b41asd11/index.m3u8
鳳凰資訊HD,http://e9a9b37defe7d888c.alivec.comhttps://www.youtube.com/watch?v=HFib76ySpbU
澳門蓮花,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/cs7rpncg/index.m3u8
澳門衛視,http://e9a9b37defe7d888c.alivec.comhttp://61.244.22.5/ch3/ch3.live/chunklist_w1228316132.m3u8
澳門資訊,http://e9a9b37defe7d888c.alivec.comhttp://61.244.22.5/ch5/info_ch5.live/master.m3u8
澳視澳門,http://e9a9b37defe7d888c.alivec.comhttp://61.244.22.5/ch1/ch1.live/playlist.m3u8
澳視衛星,http://e9a9b37defe7d888c.alivec.comhttp://61.244.22.4/ch3/ch3.live/index.m3u8

日本/Japan,#genre#
NHK,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/9zvn2r22/index.m3u8
Japanet,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/2v2f7p8m/index.m3u8
TBS NEWS,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/vmw4nm9s/index.m3u8
NHKBS1,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/nb8x0j7z/index.m3u8
NHKBS2,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/t67m59f1/index.m3u8
フジテレビ,http://e9a9b37defe7d888c.alivec.com/live/91200de4/a31d0a49/index.m3u8
日本/Japan天気予報,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/s0qxr5fs/index.m3u8
テレビ剧场,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/36bg5h45/index.m3u8
AnimeTV,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/jmk46wht/index.m3u8
BS-日テレ,http://e9a9b37defe7d888c.alivec.com/live/91200de4/9206ead8/index.m3u8
NHK-総合,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/wqhk9ph8/index.m3u8
BS-12,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/ejnd2131/index.m3u8
BS-テレ東京,http://e9a9b37defe7d888c.alivec.com/live/91200de4/345f0197/index.m3u8
QVC,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/5852aaf6/index.m3u8
HTB北海道ニュース,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/76664fff/index.m3u8
佐賀 KBC NEWS,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/01c9715d/index.m3u8
gstv,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/7274ccf6/index.m3u8
CGNTV,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/62565676/index.m3u8
TOKYOMX,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/kf80gbxc/index.m3u8
TOKYOMX2,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/3f9mkpzv/index.m3u8
ANNnewsCH,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/0ad7c0fa/index.m3u8
NHK_WORLD JAPAN,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/mn4r6rh7/index.m3u8
Japan News 24,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/51671ceb/index.m3u8
BBC_World_News JP,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/sfbr8tsc/index.m3u8

中國/China,#genre#
CCTV-1 HD,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/jgcz990f/index.m3u8
CCTV-2,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/7br6tfc7/index.m3u8
CCTV-3 HD,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/610m2pq2/index.m3u8
CCTV4 HD,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/z1z0qgmt/index.m3u8
CCTV-4,http://e9a9b37defe7d888c.alivec.comhttps://www.youtube.com/watch?v=twhG7_jvA8g
CCTV-6 HD,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/494r502h/index.m3u8
CCTV-7 軍事農業,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/trqqc7bx/index.m3u8
CCTV-8 電視劇 HD,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/jkzkt5sh/index.m3u8
CCTV-9HD,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/23nc5ktw/index.m3u8
CCTV-10 HD,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/s9fb5tsw/index.m3u8
CCTV-11 戲曲,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/8pp5sbrj/index.m3u8
CCTV-12 社會與法,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/722m6jv4/index.m3u8
CCTV-13 新闻,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/3zggm45n/index.m3u8
CCTV-14 少兒,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/483f4944/index.m3u8
CCTV-15 音樂,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/t0j79f8c/index.m3u8
CCTV-16 奧林匹克,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/vken2ac1/index.m3u8
CCTV-17 農業,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/6s8k1k66/index.m3u8
CCTV懷舊劇場,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/bxt1zcf3/index.m3u8
湖南衛視 HD,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/qtj1jx16/index.m3u8
江蘇衛視 HD,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/f95ngkwq/index.m3u8
浙江衛視 HD,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/c0j26t0r/index.m3u8
東方衛視 HD,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/zvstjgb3/index.m3u8
廣東衛視,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/c8wfnrgw/index.m3u8
廣東體育,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/zg8dc22x/index.m3u8
深圳衛視 HD,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/5ng3b4fx/index.m3u8
遼寧衛視,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/3qb2j6nc/index.m3u8
重慶衛視,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/bcz5x1cr/index.m3u8
黑龍江衛視 HD,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/htvjvvhf/index.m3u8
北京衛視 HD,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/cmgw1gqb/index.m3u8
湖北衛視 HD,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/zg8m3znc/index.m3u8
四川衛視 HD,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/w3zfb5rh/index.m3u8
貴州衛視,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/k982x8c8/index.m3u8
廣西衛視,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/rgbxs8j7/index.m3u8
福建東南衛視,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/64rv5hgz/index.m3u8
江西衛視,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/jmgfmzqq/index.m3u8
北京国际,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/spr8mxjs/index.m3u8
安徽衛視 HD,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/1v18re67/index.m3u8
珠江臺,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/cb4ebf16/index.m3u8
南方衛視臺,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/sg4fx9qp/index.m3u8
天映頻道,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/amlxy027/index.m3u8
長城精品,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/f699c641/index.m3u8
HGTV,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/f406b29a/index.m3u8

台灣/Taiwan,#genre#
公視 HD,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/j44fm83f/index.m3u8
公視台語台,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/8x1bt2hg/index.m3u8
華視,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/hmrmw2mj/index.m3u8
臺視 HD,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/c05pm3s2/index.m3u8
中視,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/qx3hnnss/index.m3u8
中視 HD,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/0fjz7px1/index.m3u8
民視,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/7c4f853f/index.m3u8
霹雳台,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/d1ffefce/index.m3u8
民視台灣/Taiwan臺 HD,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/bh0x57p4/index.m3u8
民視新闻,http://e9a9b37defe7d888c.alivec.comhttps://www.youtube.com/watch?v=ylYJSBUgaMA
中視新闻臺,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/bkrbn0pf/index.m3u8
中視新闻臺 bak,http://e9a9b37defe7d888c.alivec.comhttps://www.youtube.com/watch?v=TCnaIE_SAtM
年代新闻,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/67f088a8/index.m3u8
非凡新闻,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/569f8eea/index.m3u8
非凡商业,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/1b1653b5/index.m3u8
東森幼幼,http://e9a9b37defe7d888c.alivec.com/live/fchcah3u/31t5z7bp/index.m3u8
東森洋片,http://e9a9b37defe7d888c.alivec.com/live/fadh3ct5/0kxhqv8q/index.m3u8
東森新闻 HD,http://e9a9b37defe7d888c.alivec.comhttps://www.youtube.com/watch?v=V1p33hqPrUk
東森新闻 HD bak,http://e9a9b37defe7d888c.alivec.com/live/fchcah3u/94zf0c2v/index.m3u8
東森財經新闻 HD,http://e9a9b37defe7d888c.alivec.comhttps://www.youtube.com/watch?v=WHEPzbFA3hw
東森財經新闻 HD bak,http://e9a9b37defe7d888c.alivec.com/live/fchcah3u/1cj0fxmv/index.m3u8
東森戲劇,http://e9a9b37defe7d888c.alivec.com/live/fchcah3u/g5n3j8kx/index.m3u8
CinemaWorld,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/wrn6wjz7/index.m3u8
STAR World,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/e8eddaf3/index.m3u8
華視教育體育文化台,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/185781a1/index.m3u8
FOX SPORTS 1 HD,http://e9a9b37defe7d888c.alivec.com/live/e95cebf9/1a74fff3/index.m3u8
FOX SPORTS 2 HD,http://e9a9b37defe7d888c.alivec.com/live/e95cebf9/55de631b/index.m3u8
FOX-News,http://e9a9b37defe7d888c.alivec.com/live/e95cebf9/39497075/index.m3u8
SKY NEWS HD,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/8vfjmcsj/index.m3u8
CNN,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/7w0tv28m/index.m3u8
BBC,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/93n722x2/index.m3u8
BBC earth HD,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/cbpz1qrf/index.m3u8
BBC Lifestyle HD,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/wq2z42th/index.m3u8
Bloomberg ,http://e9a9b37defe7d888c.alivec.comhttps://www.youtube.com/watch?v=iyOq8DhaMYw
CNBC,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/wnfjf1pn/index.m3u8
France 24(English),http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/4f17z4qv/index.m3u8
TV5,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/9nk93b9c/index.m3u8
DW-TV,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/5g2z36jg/index.m3u8
JET綜合,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/07t8z33z/index.m3u8
高點電視台 HD,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/fmqkc4bh/index.m3u8
好消息1,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/x4qgwt3s/index.m3u8
Discovery HD,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/fvptsnk3/index.m3u8
Discovery 動力頻道 HD,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/nvhgfr5c/index.m3u8
Discovery 科學頻道 HD,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/0j9wgpsb/index.m3u8
ANIMAL-PLANET,http://e9a9b37defe7d888c.alivec.com/live/e95cebf9/63f6f7c7/index.m3u8
History HD,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/4m124k0n/index.m3u8
History2 HD,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/hdfg61df/index.m3u8
CI 罪案偵緝,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/rw55z1xs/index.m3u8
亞洲旅遊臺 HD,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/jhmt4rc8/index.m3u8
亞洲美食,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/2fdxafax/index.m3u8
美食星球,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/45c2r1kr/index.m3u8
Fashiontv HD,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/7xkr4spr/index.m3u8
FTV MIDNIGHT SECRETS,http://e9a9b37defe7d888c.alivec.com/live/8c33fa9b/91112251/index.m3u8
COMEDY-CENTRAL,http://e9a9b37defe7d888c.alivec.com/live/e95cebf9/3e8e3616/index.m3u8
HBO family,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/61br3tqt/index.m3u8
星衛娛樂臺,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/sps6gxp6/index.m3u8
MTV,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/a7939dbd/index.m3u8
LIfetimeMovie,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/ed6089dd/index.m3u8
E!,http://e9a9b37defe7d888c.alivec.com/live/e95cebf9/71f4470d/index.m3u8
Warner Bros HD,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/c8853895/index.m3u8
Travelchannel,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/059c6cgh/index.m3u8
曼迪日本/Japan臺,http://e9a9b37defe7d888c.alivec.com/live/fchcah3u/zhjnc3xr/index.m3u8
TVN,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/8wk7r3sc/index.m3u8
Z頻道,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/bcv2rznr/index.m3u8
ANIMAX,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/zmz9k2hc/index.m3u8
Disney（迪士尼）,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/tnv75740/index.m3u8
CN 卡通,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/0jqsx5tg/index.m3u8
MOMO親子臺,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/877sd556/index.m3u8
大愛一臺 ,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/tcs89msv/index.m3u8
國兴衛視,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/6zb3p58j/index.m3u8
好消息2,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/h8w5891c/index.m3u8

新馬/Singapore Malaysia,#genre#
歡喜台,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/amlxy030/index.m3u8
華麗臺,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/amlxy029/index.m3u8
全佳,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/amlxy032/index.m3u8
双星,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/amlxy035/index.m3u8
爱奇艺,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/amlxy039/index.m3u8
天映经典,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/amlxy028/index.m3u8
MTV LIVE,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/amlxy061/index.m3u8
AOD,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/amlxy038/index.m3u8
Asian Food Network,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/03int022/index.m3u8
supersport1,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/bsport48/index.m3u8
supersport2,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/bsport60/index.m3u8
supersport3,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/bsport49/index.m3u8
supersport4,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/bsport59/index.m3u8
supersport5,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/fjeic31a/index.m3u8
馬來_TV1,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/d0975502/index.m3u8
馬來_TV2,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/303c2958/index.m3u8
馬來_TV3,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/fe5e3f18/index.m3u8
馬來_NTV7,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/1fcfc4f0/index.m3u8
馬來_8TV,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/ca49308d/index.m3u8
馬來_8TV(备),http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/f389f4f6/index.m3u8
馬來_9TV,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/833e1f6d/index.m3u8
AWANI,http://e9a9b37defe7d888c.alivec.comhttps://www.youtube.com/watch?v=zLu0wfp6bgw
AWANI(备1),http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/a8362638/index.m3u8
AEC a,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/amlxy023/index.m3u8
AEC b,http://e9a9b37defe7d888c.alivec.com/live/dskmxzaa/fdjcjzvvfaf/index.m3u8
AEC c,http://e9a9b37defe7d888c.alivec.com/live/8c33fa9b/06q651a6/index.m3u8
AL-HIJRAH,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/amlxy018/index.m3u8
BERNAMA,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/df313d65/index.m3u8
OASIS,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/4dbac357/index.m3u8
Okey,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/d2ac9837/index.m3u8
Zee Cinema,http://e9a9b37defe7d888c.alivec.com/live/dskmxzaa/rt4fjncx/index.m3u8
HITS,http://e9a9b37defe7d888c.alivec.com/live/dskmxzaa/mcadja21/index.m3u8
Astro Arena HD,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/06cth045/index.m3u8
CHANNEL_5,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/00xjp001/index.m3u8
CHANNEL_8,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/00xjp008/index.m3u8
CHANNEL_NEWS_ASIA,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/00xjp004/index.m3u8
CHANNEL_U,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/00xjp005/index.m3u8
ceria,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/amlxy013/index.m3u8
SURIA,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/c4c44bax/index.m3u8
Sony_HD,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/amlxy024/index.m3u8
VASANTHAM,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/00xjp007/index.m3u8
Boo-HD,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/amlxy020/index.m3u8
衛視中文臺,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/a121q1cc/index.m3u8

印度/India,#genre#
Zee新闻台,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/02byd010/index.m3u8
Zee新闻台（备）,http://e9a9b37defe7d888c.alivec.com/live/e95cebf9/ddf5360b18957a47/index.m3u8
Zee_Action,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/02byd007/index.m3u8
Zee_Tamil,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/02byd003/index.m3u8
Zee_Tamil（备）,http://e9a9b37defe7d888c.alivec.com/live/e95cebf9/63250db0e7b2ee53/index.m3u8
Zee_TV,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/02byd006/index.m3u8
Zee_TV（备）,http://e9a9b37defe7d888c.alivec.com/live/e95cebf9/6b8ea5f9/index.m3u8
Color_HD,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/02byd012/index.m3u8
Starplus,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/02byd013/index.m3u8
Sun_TV,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/02byd001/index.m3u8
Star_Vijay,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/02byd019/index.m3u8
KTV_UK,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/02byd018/index.m3u8
And Pictures,http://e9a9b37defe7d888c.alivec.com/live/e95cebf9/bce601e8/index.m3u8
And TV,http://e9a9b37defe7d888c.alivec.com/live/e95cebf9/fdc321fe/index.m3u8
DD News,http://e9a9b37defe7d888c.alivec.com/live/e95cebf9/87361dc5/index.m3u8
Colors HD,http://e9a9b37defe7d888c.alivec.com/live/e95cebf9/1a07ccb4/index.m3u8
Colors UK,http://e9a9b37defe7d888c.alivec.com/live/e95cebf9/08be2479/index.m3u8
Gemini Comedy Telugu,http://e9a9b37defe7d888c.alivec.com/live/e95cebf9/31dd409e/index.m3u8
Gemini Telugu,http://e9a9b37defe7d888c.alivec.com/live/e95cebf9/6f24d013/index.m3u8
HBO,http://e9a9b37defe7d888c.alivec.com/live/e95cebf9/0651cf50/index.m3u8
NDTV 24x7,http://e9a9b37defe7d888c.alivec.com/live/e95cebf9/58482a48b0fe75f8/index.m3u8
NDTV India,http://e9a9b37defe7d888c.alivec.com/live/e95cebf9/4d263dbc7e4f72ec/index.m3u8
India TV,http://e9a9b37defe7d888c.alivec.com/live/e95cebf9/1e7a1e40344e4357/index.m3u8
Sony ESPN,http://e9a9b37defe7d888c.alivec.com/live/e95cebf9/2f0cc4036e79cef1/index.m3u8
Sony Ten 1,http://e9a9b37defe7d888c.alivec.com/live/e95cebf9/d07cf2d79d37f275/index.m3u8
Sony Ten 2,http://e9a9b37defe7d888c.alivec.com/live/e95cebf9/bd74e55effa088e1/index.m3u8
Sony Ten 3,http://e9a9b37defe7d888c.alivec.com/live/e95cebf9/c15e5f305bdd2969/index.m3u8
SMBC TV,http://e9a9b37defe7d888c.alivec.com/live/e95cebf9/8b12a0b873cac86a/index.m3u8
Sudarshan,http://e9a9b37defe7d888c.alivec.com/live/e95cebf9/955be6b6fadee289/index.m3u8
Star Movies,http://e9a9b37defe7d888c.alivec.com/live/e95cebf9/a2a63c7d42a29840/index.m3u8
Star Plus UK,http://e9a9b37defe7d888c.alivec.com/live/e95cebf9/61598da8260efc9e/index.m3u8
Sun Tamil,http://e9a9b37defe7d888c.alivec.com/live/e95cebf9/559bd69a4afed941/index.m3u8
WIllow Cricket,http://e9a9b37defe7d888c.alivec.com/live/e95cebf9/3fe8a0eb1d8ba2b6/index.m3u8
Zee Studio,http://e9a9b37defe7d888c.alivec.com/live/e95cebf9/ca6cbffa9966607b/index.m3u8

電影/Movie,#genre#
美亞电影臺 HD,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/4vphhg1h/index.m3u8
星衛电影臺 HD,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/6s69fnjz/index.m3u8
catchplay,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/63t80c5p/index.m3u8
衛視西片 HD,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/1vnt5wqn/index.m3u8
龍祥時代,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/0xz20xk6/index.m3u8
緯來电影,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/q9p24xqk/index.m3u8
中國/China电影频道（CMC）北美,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/d65c043f/index.m3u8
好萊塢电影臺,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/q0rskj6h/index.m3u8
HBO HD MY,http://e9a9b37defe7d888c.alivec.com/live/t6u5b1q4/03intx26/index.m3u8
HBO Hits MY,http://e9a9b37defe7d888c.alivec.com/live/dskmxzaa/893jx12a/index.m3u8
HBO family MY,http://e9a9b37defe7d888c.alivec.com/live/dskmxzaa/82kfi2a2/index.m3u8
HBO Hits,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/invnbjaa/index.m3u8
HBO Signature HD,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/8as1d3as/index.m3u8
壹電視電影台,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/agdc1y5c/index.m3u8
AXN,http://e9a9b37defe7d888c.alivec.com/live/kwzq1rse/q1t3r233/index.m3u8
